species,file,site,node,count,px_cm,include,base_x,base_y,tip_x,tip_y
brevifolia,LBREVAC21171-1_10_89,LBREVAC21171,10,89,97.032,Y,64,81,87.5,70.5
brevifolia,LBREVAC21171-1_11_89,LBREVAC21171,11,89,97.032,Y,53,66,94.5,72.5
brevifolia,LBREVAC21171-1_12_89,LBREVAC21171,12,89,97.032,Y,41,84,109.5,82.5
brevifolia,LBREVAC21171-1_13_89,LBREVAC21171,13,89,97.032,N,71,120,80.5,31.5
brevifolia,LBREVAC21171-1_14_89,LBREVAC21171,14,89,97.032,N,71,114,81.5,32.5
brevifolia,LBREVAC21171-1_15_89,LBREVAC21171,15,89,97.032,Y,87,101,59.5,50.5
brevifolia,LBREVAC21171-1_16_89,LBREVAC21171,16,89,97.032,N,88,120,65.5,32.5
brevifolia,LBREVAC21171-1_17_89,LBREVAC21171,17,89,97.032,Y,73,112,80.5,40.5
brevifolia,LBREVAC21171-1_18_89,LBREVAC21171,18,89,97.032,Y,82,116,81.5,36.5
brevifolia,LBREVAC21171-1_19_89,LBREVAC21171,19,89,97.032,N,90,106,58.5,42.5
brevifolia,LBREVAC21171-1_2_89,LBREVAC21171,2,89,97.032,N,68,111,92.5,38.5
brevifolia,LBREVAC21171-1_20_89,LBREVAC21171,20,89,97.032,N,76,99,72.5,51.5
brevifolia,LBREVAC21171-1_21_89,LBREVAC21171,21,89,97.032,N,74,104,69.5,53.5
brevifolia,LBREVAC21171-1_22_89,LBREVAC21171,22,89,97.032,N,64,111,89.5,37.5
brevifolia,LBREVAC21171-1_23_89,LBREVAC21171,23,89,97.032,N,78,92,75.5,58.5
brevifolia,LBREVAC21171-1_24_89,LBREVAC21171,24,89,97.032,Y,79,113,68.5,40.5
brevifolia,LBREVAC21171-1_25_89,LBREVAC21171,25,89,97.032,N,76.5,90.5,76.5,56.5
brevifolia,LBREVAC21171-1_26_89,LBREVAC21171,26,89,97.032,Y,79,91,79.5,57.5
brevifolia,LBREVAC21171-1_27_89,LBREVAC21171,27,89,97.032,Y,91,111,58.5,35.5
brevifolia,LBREVAC21171-1_28_89,LBREVAC21171,28,89,97.032,N,84,108,73.5,45.5
brevifolia,LBREVAC21171-1_29_89,LBREVAC21171,29,89,97.032,N,62,104,82.5,48.5
brevifolia,LBREVAC21171-1_3_89,LBREVAC21171,3,89,97.032,N,82,110,73.5,45.5
brevifolia,LBREVAC21171-1_30_89,LBREVAC21171,30,89,97.032,N,80,108,66.5,41.5
brevifolia,LBREVAC21171-1_31_89,LBREVAC21171,31,89,97.032,Y,80,101,68.5,47.5
brevifolia,LBREVAC21171-1_32_89,LBREVAC21171,32,89,97.032,Y,82,113,71.5,37.5
brevifolia,LBREVAC21171-1_33_89,LBREVAC21171,33,89,97.032,N,59,110,80.5,40.5
brevifolia,LBREVAC21171-1_34_89,LBREVAC21171,34,89,97.032,N,47,106,88.5,47.5
brevifolia,LBREVAC21171-1_35_89,LBREVAC21171,35,89,97.032,Y,55,98,95.5,55.5
brevifolia,LBREVAC21171-1_36_89,LBREVAC21171,36,89,97.032,Y,84,91,73.5,59.5
brevifolia,LBREVAC21171-1_37_89,LBREVAC21171,37,89,97.032,N,74,120,82.5,29.5
brevifolia,LBREVAC21171-1_38_89,LBREVAC21171,38,89,97.032,Y,101,104,43.5,50.5
brevifolia,LBREVAC21171-1_39_89,LBREVAC21171,39,89,97.032,N,63,116,91.5,33.5
brevifolia,LBREVAC21171-1_4_89,LBREVAC21171,4,89,97.032,Y,76,113,71.5,41.5
brevifolia,LBREVAC21171-1_40_89,LBREVAC21171,40,89,97.032,N,59,125,89.5,34.5
brevifolia,LBREVAC21171-1_41_89,LBREVAC21171,41,89,97.032,N,114,103,37.5,48.5
brevifolia,LBREVAC21171-1_42_89,LBREVAC21171,42,89,97.032,N,73,112,83.5,39.5
brevifolia,LBREVAC21171-1_43_89,LBREVAC21171,43,89,97.032,N,64,132,81.5,18.5
brevifolia,LBREVAC21171-1_44_89,LBREVAC21171,44,89,97.032,N,105,107,46.5,42.5
brevifolia,LBREVAC21171-1_45_89,LBREVAC21171,45,89,97.032,N,71,103,77.5,56.5
brevifolia,LBREVAC21171-1_46_89,LBREVAC21171,46,89,97.032,N,70,116,79.5,36.5
brevifolia,LBREVAC21171-1_47_89,LBREVAC21171,47,89,97.032,Y,86,112,63.5,43.5
brevifolia,LBREVAC21171-1_48_89,LBREVAC21171,48,89,97.032,N,55,98,92.5,54.5
brevifolia,LBREVAC21171-1_49_89,LBREVAC21171,49,89,97.032,N,64,111,83.5,36.5
brevifolia,LBREVAC21171-1_5_89,LBREVAC21171,5,89,97.032,Y,85,112,62.5,39.5
brevifolia,LBREVAC21171-1_50_89,LBREVAC21171,50,89,97.032,N,86.5,100.5,66.5,50.5
brevifolia,LBREVAC21171-1_51_89,LBREVAC21171,51,89,97.032,N,75,114,71.5,37.5
brevifolia,LBREVAC21171-1_52_89,LBREVAC21171,52,89,97.032,Y,94,93,59.5,64.5
brevifolia,LBREVAC21171-1_53_89,LBREVAC21171,53,89,97.032,N,85,107,66.5,45.5
brevifolia,LBREVAC21171-1_54_89,LBREVAC21171,54,89,97.032,N,90,103,65.5,48.5
brevifolia,LBREVAC21171-1_55_89,LBREVAC21171,55,89,97.032,N,94,96,59.5,60.5
brevifolia,LBREVAC21171-1_56_89,LBREVAC21171,56,89,97.032,N,75,110,75.5,39.5
brevifolia,LBREVAC21171-1_57_89,LBREVAC21171,57,89,97.032,N,83,93,72.5,58.5
brevifolia,LBREVAC21171-1_58_89,LBREVAC21171,58,89,97.032,N,72,104,75.5,51.5
brevifolia,LBREVAC21171-1_59_89,LBREVAC21171,59,89,97.032,N,80,93,65.5,55.5
brevifolia,LBREVAC21171-1_6_89,LBREVAC21171,6,89,97.032,Y,71,101,71.5,50.5
brevifolia,LBREVAC21171-1_60_89,LBREVAC21171,60,89,97.032,N,84,99,61.5,52.5
brevifolia,LBREVAC21171-1_61_89,LBREVAC21171,61,89,97.032,N,86,101,71.5,54.5
brevifolia,LBREVAC21171-1_62_89,LBREVAC21171,62,89,97.032,N,66,97,77.5,56.5
brevifolia,LBREVAC21171-1_63_89,LBREVAC21171,63,89,97.032,N,74,95,81.5,53.5
brevifolia,LBREVAC21171-1_64_89,LBREVAC21171,64,89,97.032,N,75,97,78.5,53.5
brevifolia,LBREVAC21171-1_65_89,LBREVAC21171,65,89,97.032,N,75,87,73.5,66.5
brevifolia,LBREVAC21171-1_66_89,LBREVAC21171,66,89,97.032,N,85,97,71.5,56.5
brevifolia,LBREVAC21171-1_67_89,LBREVAC21171,67,89,97.032,N,70,89,75.5,60.5
brevifolia,LBREVAC21171-1_68_89,LBREVAC21171,68,89,97.032,N,69,97,76.5,61.5
brevifolia,LBREVAC21171-1_69_89,LBREVAC21171,69,89,97.032,N,69,91,79.5,67.5
brevifolia,LBREVAC21171-1_7_89,LBREVAC21171,7,89,97.032,N,68,92,77.5,59.5
brevifolia,LBREVAC21171-1_70_89,LBREVAC21171,70,89,97.032,N,79,102,77.5,48.5
brevifolia,LBREVAC21171-1_71_89,LBREVAC21171,71,89,97.032,N,73,93,74.5,53.5
brevifolia,LBREVAC21171-1_72_89,LBREVAC21171,72,89,97.032,N,78,88,75.5,68.5
brevifolia,LBREVAC21171-1_73_89,LBREVAC21171,73,89,97.032,N,67,95,80.5,56.5
brevifolia,LBREVAC21171-1_74_89,LBREVAC21171,74,89,97.032,N,87,83,60.5,60.5
brevifolia,LBREVAC21171-1_75_89,LBREVAC21171,75,89,97.032,N,73,91,75.5,60.5
brevifolia,LBREVAC21171-1_76_89,LBREVAC21171,76,89,97.032,N,84,98,71.5,57.5
brevifolia,LBREVAC21171-1_77_89,LBREVAC21171,77,89,97.032,N,86,93,71.5,60.5
brevifolia,LBREVAC21171-1_78_89,LBREVAC21171,78,89,97.032,N,79,89,76.5,67.5
brevifolia,LBREVAC21171-1_79_89,LBREVAC21171,79,89,97.032,N,78,86,75.5,64.5
brevifolia,LBREVAC21171-1_8_89,LBREVAC21171,8,89,97.032,Y,85,86,70.5,59.5
brevifolia,LBREVAC21171-1_80_89,LBREVAC21171,80,89,97.032,N,91,87,64.5,67.5
brevifolia,LBREVAC21171-1_81_89,LBREVAC21171,81,89,97.032,N,89,91,66.5,66.5
brevifolia,LBREVAC21171-1_82_89,LBREVAC21171,82,89,97.032,N,74,89,81.5,58.5
brevifolia,LBREVAC21171-1_83_89,LBREVAC21171,83,89,97.032,N,76,84,75.5,70.5
brevifolia,LBREVAC21171-1_84_89,LBREVAC21171,84,89,97.032,N,78,92,76.5,58.5
brevifolia,LBREVAC21171-1_85_89,LBREVAC21171,85,89,97.032,N,67,92,82.5,57.5
brevifolia,LBREVAC21171-1_86_89,LBREVAC21171,86,89,97.032,N,74,86,78.5,65.5
brevifolia,LBREVAC21171-1_87_89,LBREVAC21171,87,89,97.032,N,78,87,77.5,63.5
brevifolia,LBREVAC21171-1_88_89,LBREVAC21171,88,89,97.032,N,87,85,64.5,68.5
brevifolia,LBREVAC21171-1_89_89,LBREVAC21171,89,89,97.032,N,87,88,62.5,72.5
brevifolia,LBREVAC21171-1_9_89,LBREVAC21171,9,89,97.032,N,81,94,63.5,56.5
brevifolia,LBREVAC21171-2_1_33,LBREVAC21171,1,33,96.003,,,,,
brevifolia,LBREVAC21171-2_10_33,LBREVAC21171,10,33,96.003,,,,,
brevifolia,LBREVAC21171-2_11_33,LBREVAC21171,11,33,96.003,,,,,
brevifolia,LBREVAC21171-2_12_33,LBREVAC21171,12,33,96.003,,,,,
brevifolia,LBREVAC21171-2_13_33,LBREVAC21171,13,33,96.003,,,,,
brevifolia,LBREVAC21171-2_14_33,LBREVAC21171,14,33,96.003,,,,,
brevifolia,LBREVAC21171-2_15_33,LBREVAC21171,15,33,96.003,,,,,
brevifolia,LBREVAC21171-2_16_33,LBREVAC21171,16,33,96.003,,,,,
brevifolia,LBREVAC21171-2_17_33,LBREVAC21171,17,33,96.003,,,,,
brevifolia,LBREVAC21171-2_18_33,LBREVAC21171,18,33,96.003,,,,,
brevifolia,LBREVAC21171-2_19_33,LBREVAC21171,19,33,96.003,,,,,
brevifolia,LBREVAC21171-2_2_33,LBREVAC21171,2,33,96.003,,,,,
brevifolia,LBREVAC21171-2_20_33,LBREVAC21171,20,33,96.003,,,,,
brevifolia,LBREVAC21171-2_21_33,LBREVAC21171,21,33,96.003,,,,,
brevifolia,LBREVAC21171-2_22_33,LBREVAC21171,22,33,96.003,,,,,
brevifolia,LBREVAC21171-2_23_33,LBREVAC21171,23,33,96.003,,,,,
brevifolia,LBREVAC21171-2_24_33,LBREVAC21171,24,33,96.003,,,,,
brevifolia,LBREVAC21171-2_25_33,LBREVAC21171,25,33,96.003,,,,,
brevifolia,LBREVAC21171-2_26_33,LBREVAC21171,26,33,96.003,,,,,
brevifolia,LBREVAC21171-2_27_33,LBREVAC21171,27,33,96.003,,,,,
brevifolia,LBREVAC21171-2_28_33,LBREVAC21171,28,33,96.003,,,,,
brevifolia,LBREVAC21171-2_29_33,LBREVAC21171,29,33,96.003,,,,,
brevifolia,LBREVAC21171-2_3_33,LBREVAC21171,3,33,96.003,,,,,
brevifolia,LBREVAC21171-2_30_33,LBREVAC21171,30,33,96.003,,,,,
brevifolia,LBREVAC21171-2_31_33,LBREVAC21171,31,33,96.003,,,,,
brevifolia,LBREVAC21171-2_32_33,LBREVAC21171,32,33,96.003,,,,,
brevifolia,LBREVAC21171-2_33_33,LBREVAC21171,33,33,96.003,,,,,
brevifolia,LBREVAC21171-2_4_33,LBREVAC21171,4,33,96.003,,,,,
brevifolia,LBREVAC21171-2_5_33,LBREVAC21171,5,33,96.003,,,,,
brevifolia,LBREVAC21171-2_6_33,LBREVAC21171,6,33,96.003,,,,,
brevifolia,LBREVAC21171-2_7_33,LBREVAC21171,7,33,96.003,,,,,
brevifolia,LBREVAC21171-2_8_33,LBREVAC21171,8,33,96.003,,,,,
brevifolia,LBREVAC21171-2_9_33,LBREVAC21171,9,33,96.003,,,,,
brevifolia,LBREVAC21171-4_1_40,LBREVAC21171,1,40,96.001,,,,,
brevifolia,LBREVAC21171-4_10_40,LBREVAC21171,10,40,96.001,,,,,
brevifolia,LBREVAC21171-4_11_40,LBREVAC21171,11,40,96.001,,,,,
brevifolia,LBREVAC21171-4_12_40,LBREVAC21171,12,40,96.001,,,,,
brevifolia,LBREVAC21171-4_13_40,LBREVAC21171,13,40,96.001,,,,,
brevifolia,LBREVAC21171-4_14_40,LBREVAC21171,14,40,96.001,,,,,
brevifolia,LBREVAC21171-4_15_40,LBREVAC21171,15,40,96.001,,,,,
brevifolia,LBREVAC21171-4_16_40,LBREVAC21171,16,40,96.001,,,,,
brevifolia,LBREVAC21171-4_17_40,LBREVAC21171,17,40,96.001,,,,,
brevifolia,LBREVAC21171-4_18_40,LBREVAC21171,18,40,96.001,,,,,
brevifolia,LBREVAC21171-4_19_40,LBREVAC21171,19,40,96.001,,,,,
brevifolia,LBREVAC21171-4_2_40,LBREVAC21171,2,40,96.001,,,,,
brevifolia,LBREVAC21171-4_20_40,LBREVAC21171,20,40,96.001,,,,,
brevifolia,LBREVAC21171-4_21_40,LBREVAC21171,21,40,96.001,,,,,
brevifolia,LBREVAC21171-4_22_40,LBREVAC21171,22,40,96.001,,,,,
brevifolia,LBREVAC21171-4_23_40,LBREVAC21171,23,40,96.001,,,,,
brevifolia,LBREVAC21171-4_24_40,LBREVAC21171,24,40,96.001,,,,,
brevifolia,LBREVAC21171-4_25_40,LBREVAC21171,25,40,96.001,,,,,
brevifolia,LBREVAC21171-4_26_40,LBREVAC21171,26,40,96.001,,,,,
brevifolia,LBREVAC21171-4_27_40,LBREVAC21171,27,40,96.001,,,,,
brevifolia,LBREVAC21171-4_28_40,LBREVAC21171,28,40,96.001,,,,,
brevifolia,LBREVAC21171-4_29_40,LBREVAC21171,29,40,96.001,,,,,
brevifolia,LBREVAC21171-4_3_40,LBREVAC21171,3,40,96.001,,,,,
brevifolia,LBREVAC21171-4_30_40,LBREVAC21171,30,40,96.001,,,,,
brevifolia,LBREVAC21171-4_31_40,LBREVAC21171,31,40,96.001,,,,,
brevifolia,LBREVAC21171-4_32_40,LBREVAC21171,32,40,96.001,,,,,
brevifolia,LBREVAC21171-4_33_40,LBREVAC21171,33,40,96.001,,,,,
brevifolia,LBREVAC21171-4_34_40,LBREVAC21171,34,40,96.001,,,,,
brevifolia,LBREVAC21171-4_35_40,LBREVAC21171,35,40,96.001,,,,,
brevifolia,LBREVAC21171-4_36_40,LBREVAC21171,36,40,96.001,,,,,
brevifolia,LBREVAC21171-4_37_40,LBREVAC21171,37,40,96.001,,,,,
brevifolia,LBREVAC21171-4_38_40,LBREVAC21171,38,40,96.001,,,,,
brevifolia,LBREVAC21171-4_39_40,LBREVAC21171,39,40,96.001,,,,,
brevifolia,LBREVAC21171-4_4_40,LBREVAC21171,4,40,96.001,,,,,
brevifolia,LBREVAC21171-4_40_40,LBREVAC21171,40,40,96.001,,,,,
brevifolia,LBREVAC21171-4_5_40,LBREVAC21171,5,40,96.001,,,,,
brevifolia,LBREVAC21171-4_6_40,LBREVAC21171,6,40,96.001,,,,,
brevifolia,LBREVAC21171-4_7_40,LBREVAC21171,7,40,96.001,,,,,
brevifolia,LBREVAC21171-4_8_40,LBREVAC21171,8,40,96.001,,,,,
brevifolia,LBREVAC21171-4_9_40,LBREVAC21171,9,40,96.001,,,,,
brevifolia,LBREVBS17075-1A_1_53,LBREVBS17075,1,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_10_53,LBREVBS17075,10,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_11_53,LBREVBS17075,11,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_12_53,LBREVBS17075,12,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_13_53,LBREVBS17075,13,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_14_53,LBREVBS17075,14,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_15_53,LBREVBS17075,15,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_16_53,LBREVBS17075,16,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_17_53,LBREVBS17075,17,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_18_53,LBREVBS17075,18,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_19_53,LBREVBS17075,19,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_2_53,LBREVBS17075,2,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_20_53,LBREVBS17075,20,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_21_53,LBREVBS17075,21,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_22_53,LBREVBS17075,22,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_23_53,LBREVBS17075,23,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_24_53,LBREVBS17075,24,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_25_53,LBREVBS17075,25,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_26_53,LBREVBS17075,26,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_27_53,LBREVBS17075,27,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_28_53,LBREVBS17075,28,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_29_53,LBREVBS17075,29,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_3_53,LBREVBS17075,3,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_30_53,LBREVBS17075,30,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_31_53,LBREVBS17075,31,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_32_53,LBREVBS17075,32,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_33_53,LBREVBS17075,33,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_34_53,LBREVBS17075,34,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_35_53,LBREVBS17075,35,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_36_53,LBREVBS17075,36,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_37_53,LBREVBS17075,37,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_38_53,LBREVBS17075,38,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_39_53,LBREVBS17075,39,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_4_53,LBREVBS17075,4,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_40_53,LBREVBS17075,40,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_41_53,LBREVBS17075,41,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_42_53,LBREVBS17075,42,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_43_53,LBREVBS17075,43,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_44_53,LBREVBS17075,44,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_45_53,LBREVBS17075,45,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_46_53,LBREVBS17075,46,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_47_53,LBREVBS17075,47,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_48_53,LBREVBS17075,48,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_49_53,LBREVBS17075,49,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_5_53,LBREVBS17075,5,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_50_53,LBREVBS17075,50,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_51_53,LBREVBS17075,51,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_52_53,LBREVBS17075,52,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_53_53,LBREVBS17075,53,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_6_53,LBREVBS17075,6,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_7_53,LBREVBS17075,7,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_8_53,LBREVBS17075,8,53,96.771,,,,,
brevifolia,LBREVBS17075-1A_9_53,LBREVBS17075,9,53,96.771,,,,,
brevifolia,LBREVBS17075-1B_1_7,LBREVBS17075,1,7,96.751,,,,,
brevifolia,LBREVBS17075-1B_2_7,LBREVBS17075,2,7,96.751,,,,,
brevifolia,LBREVBS17075-1B_3_7,LBREVBS17075,3,7,96.751,,,,,
brevifolia,LBREVBS17075-1B_4_7,LBREVBS17075,4,7,96.751,,,,,
brevifolia,LBREVBS17075-1B_5_7,LBREVBS17075,5,7,96.751,,,,,
brevifolia,LBREVBS17075-1B_6_7,LBREVBS17075,6,7,96.751,,,,,
brevifolia,LBREVBS17075-1B_7_7,LBREVBS17075,7,7,96.751,,,,,
brevifolia,LBREVBS17075-2A_1_37,LBREVBS17075,1,37,95.758,Y,127,197,152.5,103.5
brevifolia,LBREVBS17075-2A_10_37,LBREVBS17075,10,37,95.758,Y,110,234,184.5,69.5
brevifolia,LBREVBS17075-2A_11_37,LBREVBS17075,11,37,95.758,Y,127,197,178.5,108.5
brevifolia,LBREVBS17075-2A_12_37,LBREVBS17075,12,37,95.758,Y,174,195,149.5,109.5
brevifolia,LBREVBS17075-2A_13_37,LBREVBS17075,13,37,95.758,Y,175,270,118.5,30.5
brevifolia,LBREVBS17075-2A_14_37,LBREVBS17075,14,37,95.758,Y,124,222,185.5,80.5
brevifolia,LBREVBS17075-2A_15_37,LBREVBS17075,15,37,95.758,Y,155,239,151.5,64.5
brevifolia,LBREVBS17075-2A_16_37,LBREVBS17075,16,37,95.758,Y,199,243,98.5,57.5
brevifolia,LBREVBS17075-2A_17_37,LBREVBS17075,17,37,95.758,Y,150,251,123.5,48.5
brevifolia,LBREVBS17075-2A_18_37,LBREVBS17075,18,37,95.758,Y,106,224,192.5,81.5
brevifolia,LBREVBS17075-2A_19_37,LBREVBS17075,19,37,95.758,Y,119,239,184.5,62.5
brevifolia,LBREVBS17075-2A_2_37,LBREVBS17075,2,37,95.758,Y,139,211,164.5,91.5
brevifolia,LBREVBS17075-2A_20_37,LBREVBS17075,20,37,95.758,Y,154,219,145.5,80.5
brevifolia,LBREVBS17075-2A_21_37,LBREVBS17075,21,37,95.758,Y,149,237,161.5,62.5
brevifolia,LBREVBS17075-2A_22_37,LBREVBS17075,22,37,95.758,Y,159,236,148.5,64.5
brevifolia,LBREVBS17075-2A_23_37,LBREVBS17075,23,37,95.758,Y,120,241,168.5,60.5
brevifolia,LBREVBS17075-2A_24_37,LBREVBS17075,24,37,95.758,Y,159,235,142.5,65.5
brevifolia,LBREVBS17075-2A_25_37,LBREVBS17075,25,37,95.758,Y,147,214,154.5,73.5
brevifolia,LBREVBS17075-2A_26_37,LBREVBS17075,26,37,95.758,Y,156,233,159.5,65.5
brevifolia,LBREVBS17075-2A_27_37,LBREVBS17075,27,37,95.758,Y,144,221,156.5,70.5
brevifolia,LBREVBS17075-2A_28_37,LBREVBS17075,28,37,95.758,Y,150,217,155.5,77.5
brevifolia,LBREVBS17075-2A_29_37,LBREVBS17075,29,37,95.758,Y,190,205,101.5,90.5
brevifolia,LBREVBS17075-2A_3_37,LBREVBS17075,3,37,95.758,Y,126,232,165.5,68.5
brevifolia,LBREVBS17075-2A_30_37,LBREVBS17075,30,37,95.758,Y,180,227,123.5,77.5
brevifolia,LBREVBS17075-2A_31_37,LBREVBS17075,31,37,95.758,Y,160,230,139.5,66.5
brevifolia,LBREVBS17075-2A_32_37,LBREVBS17075,32,37,95.758,Y,162,220,125.5,80.5
brevifolia,LBREVBS17075-2A_33_37,LBREVBS17075,33,37,95.758,Y,140,229,149.5,76.5
brevifolia,LBREVBS17075-2A_34_37,LBREVBS17075,34,37,95.758,Y,119,222,177.5,74.5
brevifolia,LBREVBS17075-2A_35_37,LBREVBS17075,35,37,95.758,Y,156,227,129.5,75.5
brevifolia,LBREVBS17075-2A_36_37,LBREVBS17075,36,37,95.758,Y,181,191,112.5,101.5
brevifolia,LBREVBS17075-2A_37_37,LBREVBS17075,37,37,95.758,Y,135,221,178.5,77.5
brevifolia,LBREVBS17075-2A_4_37,LBREVBS17075,4,37,95.758,Y,127,203,175.5,102.5
brevifolia,LBREVBS17075-2A_5_37,LBREVBS17075,5,37,95.758,Y,105,198,193.5,103.5
brevifolia,LBREVBS17075-2A_6_37,LBREVBS17075,6,37,95.758,Y,119,222,178.5,80.5
brevifolia,LBREVBS17075-2A_7_37,LBREVBS17075,7,37,95.758,Y,122,217,171.5,82.5
brevifolia,LBREVBS17075-2A_8_37,LBREVBS17075,8,37,95.758,Y,106,205,193.5,102.5
brevifolia,LBREVBS17075-2A_9_37,LBREVBS17075,9,37,95.758,Y,132,218,155.5,82.5
brevifolia,LBREVBS17075-2B_1_42,LBREVBS17075,1,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_10_42,LBREVBS17075,10,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_11_42,LBREVBS17075,11,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_12_42,LBREVBS17075,12,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_13_42,LBREVBS17075,13,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_14_42,LBREVBS17075,14,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_15_42,LBREVBS17075,15,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_16_42,LBREVBS17075,16,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_17_42,LBREVBS17075,17,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_18_42,LBREVBS17075,18,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_19_42,LBREVBS17075,19,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_2_42,LBREVBS17075,2,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_20_42,LBREVBS17075,20,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_21_42,LBREVBS17075,21,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_22_42,LBREVBS17075,22,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_23_42,LBREVBS17075,23,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_24_42,LBREVBS17075,24,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_25_42,LBREVBS17075,25,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_26_42,LBREVBS17075,26,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_27_42,LBREVBS17075,27,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_28_42,LBREVBS17075,28,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_29_42,LBREVBS17075,29,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_3_42,LBREVBS17075,3,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_30_42,LBREVBS17075,30,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_31_42,LBREVBS17075,31,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_32_42,LBREVBS17075,32,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_33_42,LBREVBS17075,33,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_34_42,LBREVBS17075,34,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_35_42,LBREVBS17075,35,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_36_42,LBREVBS17075,36,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_37_42,LBREVBS17075,37,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_38_42,LBREVBS17075,38,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_39_42,LBREVBS17075,39,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_4_42,LBREVBS17075,4,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_40_42,LBREVBS17075,40,42,97.008,,,,,
brevifolia,LBREVBS17075-2B_41_42,LBREVBS17075,41,42,97.008,,,,,
